icao,type,name,latitude,longitude,elevation,country
CYRJ,medium_airport,Roberval Airport,48.52000045776367,-72.2656021118164,586,CA
CYRL,medium_airport,Red Lake Airport,51.06689834594727,-93.79309844970705,1265,CA
CYRT,medium_airport,Rankin Inlet Airport,62.8114013672,-92.1157989502,94,CA
CYSB,medium_airport,Sudbury Airport,46.625,-80.79889678955078,1141,CA
CYSF,medium_airport,Stony Rapids Airport,59.250301361083984,-105.84100341796876,805,CA
CYSJ,medium_airport,Saint John Airport,45.31610107421875,-65.89029693603516,357,CA
CYSK,medium_airport,Sanikiluaq Airport,56.5377998352,-79.2466964722,104,CA
CYSM,medium_airport,Fort Smith Airport,60.020302,-111.961998,671,CA
CYST,medium_airport,St. Theresa Point Airport,53.84560012817383,-94.85189819335938,773,CA
CYSY,medium_airport,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,71.9938964844,-125.242996216,282,CA
CYTE,medium_airport,Cape Dorset Airport,64.2300033569,-76.5267028809,164,CA
CYTF,medium_airport,Alma Airport,48.50889968869999,-71.64189910889999,445,CA
CYTH,medium_airport,Thompson Airport,55.80110168457031,-97.86419677734376,729,CA
CYTL,medium_airport,Big Trout Lake Airport,53.81779861450195,-89.89689636230469,729,CA
CYTS,medium_airport,Timmins/Victor M. Power,48.5696983337,-81.376701355,967,CA
CYTZ,medium_airport,Billy Bishop Toronto City Centre Airport,43.627499,-79.396202,252,CA
CYUB,medium_airport,Tuktoyaktuk Airport,69.43329620361328,-133.0260009765625,15,CA
CYUL,large_airport,Montreal / Pierre Elliott Trudeau International Airport,45.4706001282,-73.7407989502,118,CA
CYUT,medium_airport,Naujaat Airport,66.5214,-86.224701,80,CA
CYUX,medium_airport,Hall Beach Airport,68.77610015869999,-81.2425,30,CA
CYUY,medium_airport,Rouyn Noranda Airport,48.20610046386719,-78.83560180664062,988,CA
CYVC,medium_airport,La Ronge Airport,55.1514015198,-105.262001038,1242,CA
CYVL,small_airport,Tommy Kochon Airport,67.02,-126.126,870,CA
CYVM,medium_airport,Qikiqtarjuaq Airport,67.5457992554,-64.03140258789999,21,CA
CYVO,medium_airport,Val-d'Or Airport,48.0532989502,-77.7827987671,1107,CA
CYVP,medium_airport,Kuujjuaq Airport,58.096099853515625,-68.4269027709961,129,CA
CYVQ,medium_airport,Norman Wells Airport,65.28160095214844,-126.7979965209961,238,CA
CYVR,large_airport,Vancouver International Airport,49.193901062,-123.183998108,14,CA
CYVZ,medium_airport,Deer Lake Airport,52.655799865722656,-94.0614013671875,1092,CA
CYWG,large_airport,Winnipeg / James Armstrong Richardson International Airport,49.9099998474,-97.2398986816,783,CA
CYWJ,medium_airport,Déline Airport,65.21109771728516,-123.43599700927734,703,CA
CYWK,medium_airport,Wabush Airport,52.92190170288086,-66.8644027709961,1808,CA
CYWL,medium_airport,Williams Lake Airport,52.1831016541,-122.054000854,3085,CA
CYWP,medium_airport,Webequie Airport,52.9593933975,-87.3748683929,685,CA
CYXC,medium_airport,Cranbrook/Canadian Rockies International Airport,49.610801696777,-115.78199768066,3082,CA
CYXE,medium_airport,Saskatoon John G. Diefenbaker International Airport,52.17079925537109,-106.6999969482422,1653,CA
CYXH,medium_airport,Medicine Hat Airport,50.01890182495117,-110.72100067138672,2352,CA
CYXJ,medium_airport,Fort St John Airport,56.238098,-120.739998,2280,CA
CYXL,medium_airport,Sioux Lookout Airport,50.11389923095703,-91.9052963256836,1258,CA
CYXN,medium_airport,Whale Cove Airport,62.24000167849999,-92.5980987549,40,CA
CYXP,medium_airport,Pangnirtung Airport,66.1449966431,-65.71360015869999,75,CA
CYXS,medium_airport,Prince George Airport,53.8894004822,-122.679000854,2267,CA
CYXT,medium_airport,Northwest Regional Airport Terrace-Kitimat,54.468498,-128.576009,713,CA
CYXU,medium_airport,London Airport,43.035599,-81.1539,912,CA
CYXX,medium_airport,Abbotsford International Airport,49.025299,-122.361,195,CA
CYXY,medium_airport,Whitehorse / Erik Nielsen International Airport,60.709599,-135.067001,2317,CA
CYYB,medium_airport,North Bay Jack Garland Airport,46.363602,-79.422798,1215,CA
CYYC,large_airport,Calgary International Airport,51.113899231,-114.019996643,3557,CA
CYYD,medium_airport,Smithers Airport,54.82469940185547,-127.18299865722656,1712,CA
CYYE,medium_airport,Fort Nelson Airport,58.8363990784,-122.597000122,1253,CA
CYYF,medium_airport,Penticton Airport,49.46310043334961,-119.60199737548828,1129,CA
CYYG,medium_airport,Charlottetown Airport,46.290000915527344,-63.12110137939453,160,CA
CYYH,medium_airport,Taloyoak Airport,69.5467,-93.576698,92,CA
CYYJ,medium_airport,Victoria International Airport,48.6469,-123.426003,63,CA
CYYL,medium_airport,Lynn Lake Airport,56.86389923095703,-101.07599639892578,1170,CA
CYYQ,medium_airport,Churchill Airport,58.739200592041016,-94.06500244140624,94,CA
CYYR,medium_airport,Goose Bay Airport,53.3191986084,-60.4258003235,160,CA
CYYT,large_airport,St. John's International Airport,47.618598938,-52.7518997192,461,CA
CYYU,medium_airport,Kapuskasing Airport,49.41389846801758,-82.46749877929688,743,CA
CYYY,medium_airport,Mont Joli Airport,48.60860061645508,-68.20809936523438,172,CA
CYYZ,large_airport,Lester B. Pearson International Airport,43.6772003174,-79.63059997559999,569,CA
CYZF,medium_airport,Yellowknife International Airport,62.462799,-114.440002,675,CA
CYZG,medium_airport,Salluit Airport,62.17940139770508,-75.66719818115234,743,CA
CYZP,medium_airport,Sandspit Airport,53.25429916379999,-131.813995361,21,CA
CYZR,medium_airport,Chris Hadfield Airport,42.9994010925293,-82.30889892578125,594,CA
CYZS,medium_airport,Coral Harbour Airport,64.1932983398,-83.3593978882,210,CA
CYZT,medium_airport,Port Hardy Airport,50.68059921264648,-127.36699676513672,71,CA
CYZV,medium_airport,Sept-Îles Airport,50.22330093383789,-66.2656021118164,180,CA
CZAC,medium_airport,York Landing Airport,56.08940124511719,-96.08920288085938,621,CA
CZBD,medium_airport,Ilford Airport,56.05163,-95.620523,642,CA
CZBF,medium_airport,Bathurst Airport,47.629699707,-65.738899231,193,CA
CZEM,medium_airport,Eastmain River Airport,52.22639846801758,-78.52249908447266,24,CA
CZFD,medium_airport,Fond-Du-Lac Airport,59.33440017700195,-107.18199920654295,814,CA
CZFM,medium_airport,Fort Mcpherson Airport,67.40750122070312,-134.86099243164062,116,CA
CZFN,medium_airport,Tulita Airport,64.909697,-125.572998,332,CA
CZGI,medium_airport,Gods River Airport,54.83969879150391,-94.07859802246094,627,CA
CZJ,small_airport,Corazón de Jesús Airport,9.4446,-78.5888,8,PA
CZKE,medium_airport,Kashechewan Airport,52.282501220703125,-81.67780303955078,35,CA
CZMD,medium_airport,Muskrat Dam Airport,53.44139862060547,-91.76280212402344,911,CA
CZMT,medium_airport,Masset Airport,54.02750015258789,-132.125,25,CA
CZN,small_airport,Chisana Airport,62.0712013245,-142.04800415,3318,US
CZPB,medium_airport,Sachigo Lake Airport,53.8911018371582,-92.19640350341795,876,CA
CZRJ,medium_airport,Round Lake (Weagamow Lake) Airport,52.94359970092773,-91.31279754638672,974,CA
CZSJ,medium_airport,Sandy Lake Airport,53.06420135498047,-93.34439849853516,951,CA
CZTM,medium_airport,Shamattawa Airport,55.8656005859375,-92.0813980102539,289,CA
CZUM,small_airport,Churchill Falls Airport,53.5619010925293,-64.10639953613281,1442,CA
CZWL,medium_airport,Wollaston Lake Airport,58.10689926147461,-103.1719970703125,1360,CA
DAAE,medium_airport,Soummam – Abane Ramdane Airport,36.712793,5.07857,20,DZ
DAAG,large_airport,Houari Boumediene Airport,36.691002,3.21541,82,DZ
DAAJ,medium_airport,Djanet Inedbirene Airport,24.292801,9.45244,3176,DZ
DAAP,medium_airport,Illizi Takhamalt Airport,26.7234992981,8.62265014648,1778,DZ
DAAS,medium_airport,Ain Arnat Airport,36.178100585900005,5.32449007034,3360,DZ
DAAT,medium_airport,Aguenar – Hadj Bey Akhamok Airport,22.8115005493,5.45107984543,4518,DZ
DAAV,medium_airport,Jijel Ferhat Abbas Airport,36.7951011658,5.87361001968,36,DZ
DABB,medium_airport,Rabah Bitat Airport,36.826781,7.81334,16,DZ
DABC,medium_airport,Mohamed Boudiaf International Airport,36.2760009765625,6.620389938354492,2265,DZ
DABS,medium_airport,Cheikh Larbi Tébessi Airport,35.4315986633,8.12071990967,2661,DZ
DABT,medium_airport,Batna Mostefa Ben Boulaid Airport,35.752102,6.30859,2697,DZ
DAFH,medium_airport,Hassi R'Mel Airport,32.930401,3.31154,2540,DZ
DAOF,medium_airport,Tindouf Airport,27.7003993988,-8.167099952700001,1453,DZ
DAON,medium_airport,Zenata – Messali El Hadj Airport,35.0167007446,-1.45000004768,814,DZ
DAOO,medium_airport,Oran International Airport Ahmed Ben Bella,35.623901,-0.621183,295,DZ
DAOR,medium_airport,Béchar Boudghene Ben Ali Lotfi Airport,31.645700454711918,-2.269860029220581,2661,DZ
DATM,small_airport,Bordj Badji Mokhtar Airport,21.3778,0.92698,1303,DZ
DAUA,medium_airport,Touat Cheikh Sidi Mohamed Belkebir Airport,27.837601,-0.186414,919,DZ
DAUB,medium_airport,Biskra - Mohamed Khider Airport,34.793301,5.73823,289,DZ
DAUE,medium_airport,El Golea Airport,30.571301,2.85959,1306,DZ
DAUG,medium_airport,Noumérat - Moufdi Zakaria Airport,32.38410186767578,3.794110059738159,1512,DZ
DAUH,medium_airport,Hassi Messaoud-Oued Irara Krim Belkacem Airport,31.673,6.14044,463,DZ
DAUI,medium_airport,In Salah Airport,27.2509994507,2.51202011108,896,DZ
DAUK,medium_airport,Touggourt Sidi Madhi Airport,33.06779861450195,6.088669776916504,279,DZ
DAUO,medium_airport,Guemar Airport,33.5113983154,6.77679014206,203,DZ
DAUT,medium_airport,Timimoun Airport,29.2371006012,0.276033014059,1027,DZ
DAUU,medium_airport,Ain Beida Airport,31.9172,5.41278,492,DZ
DAUZ,medium_airport,Zarzaitine - In Aménas Airport,28.0515,9.64291,1847,DZ
DBBB,medium_airport,Cadjehoun Airport,6.357230186462402,2.384350061416626,19,BJ
DEX,small_airport,Nop Goliat Airport,-4.8557,139.482006,198,ID
DFFD,medium_airport,Ouagadougou Airport,12.3532,-1.51242,1037,BF
DFOO,medium_airport,Bobo Dioulasso Airport,11.160099983215332,-4.33096981048584,1511,BF
DGAA,large_airport,Kotoka International Airport,5.605189800262451,-0.1667860001325607,205,GH
DGLE,medium_airport,Tamale Airport,9.55718994140625,-0.8632140159606934,553,GH
DGSI,medium_airport,Kumasi Airport,6.714560031890869,-1.5908199548721311,942,GH
DGSN,medium_airport,Sunyani Airport,7.361830234527588,-2.3287599086761475,1014,GH
DGTK,medium_airport,Takoradi Airport,4.896059989929199,-1.7747600078582764,21,GH
DIAP,medium_airport,Félix-Houphouët-Boigny International Airport,5.26139,-3.92629,21,CI
DIBK,medium_airport,Bouaké Airport,7.7388,-5.07367,1230,CI
DLR,small_airport,Dalnerechensk Airport,45.8783,133.7363,272,RU
DNAA,large_airport,Nnamdi Azikiwe International Airport,9.006790161132812,7.263169765472412,1123,NG
DNAI,medium_airport,Akwa Ibom International Airport,4.8725,8.093,170,NG
DNAK,medium_airport,Akure Airport,7.246739864349365,5.3010101318359375,1100,NG
DNBC,medium_airport,Sir Abubakar Tafawa Balewa International Airport,10.482833,9.744,1965,NG
DNBE,medium_airport,Benin Airport,6.316979885101318,5.599500179290772,258,NG
DNCA,medium_airport,Margaret Ekpo International Airport,4.976019859313965,8.347200393676758,210,NG
DNEN,medium_airport,Akanu Ibiam International Airport,6.474269866943359,7.561960220336914,466,NG
DNIB,medium_airport,Ibadan Airport,7.362460136413574,3.97832989692688,725,NG
DNIL,medium_airport,Ilorin International Airport,8.440210342407227,4.493919849395752,1126,NG
DNIM,medium_airport,Sam Mbakwe International Airport,5.427060127258301,7.206029891967773,373,NG
DNJO,medium_airport,Yakubu Gowon Airport,9.639829635620115,8.869050025939941,4232,NG
DNKA,medium_airport,Kaduna Airport,10.696000099182127,7.320109844207764,2073,NG
DNKN,medium_airport,Mallam Aminu International Airport,12.0476,8.52462,1562,NG
DNMA,medium_airport,Maiduguri International Airport,11.855299949645996,13.080900192260742,1099,NG
DNMK,medium_airport,Makurdi Airport,7.70388,8.61394,371,NG
DNMM,large_airport,Murtala Muhammed International Airport,6.5773701667785645,3.321160078048706,135,NG
DNPO,medium_airport,Port Harcourt International Airport,5.0154900550842285,6.94959020614624,87,NG
DNSO,medium_airport,Sadiq Abubakar III International Airport,12.916299819946287,5.207190036773682,1010,NG
DNYO,medium_airport,Yola Airport,9.257550239562988,12.430399894714355,599,NG
DPT,small_airport,Deputatskiy Airport,69.392503,139.890012,950,RU
DQA,small_airport,Saertu Airport,46.7463888889,125.140555556,496,CN
DRRN,large_airport,Diori Hamani International Airport,13.4815,2.18361,732,NE
DRZA,medium_airport,Mano Dayak International Airport,16.965999603271484,8.000109672546387,1657,NE
DRZR,medium_airport,Zinder Airport,13.779000282287598,8.983759880065918,1516,NE
DTKA,medium_airport,Tabarka 7 Novembre Airport,36.97999954223633,8.87693977355957,230,TN
DTMB,medium_airport,Monastir Habib Bourguiba International Airport,35.75809860229492,10.75469970703125,9,TN
DTTA,large_airport,Tunis Carthage International Airport,36.85100173950195,10.22719955444336,22,TN
DTTF,medium_airport,Gafsa Ksar International Airport,34.422000885009766,8.822500228881836,1060,TN
DTTG,medium_airport,Gabès Matmata International Airport,33.87689971923828,10.103300094604492,26,TN
DTTJ,medium_airport,Djerba Zarzis International Airport,33.875,10.775500297546388,19,TN
DTTX,medium_airport,Sfax Thyna International Airport,34.71799850463867,10.690999984741213,85,TN
DTTZ,medium_airport,Tozeur Nefta International Airport,33.939701080322266,8.110560417175293,287,TN
DWO,seaplane_base,Diyawanna Oya Seaplane Base,6.906585,79.909,10,LK
DXXX,medium_airport,Lomé–Tokoin International Airport,6.16561,1.25451,72,TG
EBAW,medium_airport,Antwerp International Airport (Deurne),51.1894,4.46028,39,BE
EBBR,large_airport,Brussels Airport,50.9014015198,4.48443984985,184,BE
EBCI,medium_airport,Brussels South Charleroi Airport,50.459202,4.45382,614,BE
EBLG,medium_airport,Liège Airport,50.637402,5.44322,659,BE
EBOS,medium_airport,Ostend-Bruges International Airport,51.1988983154,2.8622200489,13,BE
EDAH,medium_airport,Heringsdorf Airport,53.8787002563,14.152299881,93,DE
EDDB,large_airport,Berlin Brandenburg Airport,52.351389,13.493889,157,DE
EDDC,medium_airport,Dresden Airport,51.132801,13.7672,755,DE
EDDE,medium_airport,Erfurt Airport,50.97980117797852,10.958100318908691,1036,DE
EDDF,large_airport,Frankfurt am Main Airport,50.033333,8.570556,364,DE
EDDG,medium_airport,Münster Osnabrück Airport,52.134602,7.68483,160,DE
EDDH,large_airport,Hamburg Helmut Schmidt Airport,53.630402,9.98823,53,DE
EDDK,large_airport,Cologne Bonn Airport,50.8658981323,7.1427397728,302,DE
EDDL,large_airport,Düsseldorf Airport,51.289501,6.76678,147,DE
EDDM,large_airport,Munich Airport,48.353802,11.7861,1487,DE
EDDN,large_airport,Nuremberg Airport,49.498699,11.078056,1046,DE
EDDP,large_airport,Leipzig/Halle Airport,51.423889,12.236389,465,DE
EDDR,medium_airport,Saarbrücken Airport,49.2145996094,7.10950994492,1058,DE
EDDS,large_airport,Stuttgart Airport,48.6898994446,9.22196006775,1276,DE
EDDV,large_airport,Hannover Airport,52.461101532,9.68507957458,183,DE
EDDW,medium_airport,Bremen Airport,53.047501,8.78667,14,DE
EDFH,medium_airport,Frankfurt-Hahn Airport,49.9487,7.26389,1649,DE
EDFM,medium_airport,Mannheim-City Airport,49.473057,8.514167,308,DE
EDHL,medium_airport,Lübeck Blankensee Airport,53.8054008484,10.7192001343,53,DE
EDJA,medium_airport,Memmingen Allgau Airport,47.9888000488,10.2395000458,2077,DE
EDLP,medium_airport,Paderborn Lippstadt Airport,51.6141014099,8.616319656369999,699,DE
EDLV,medium_airport,Weeze Airport,51.6024017334,6.14216995239,106,DE
EDLW,medium_airport,Dortmund Airport,51.518299,7.61224,425,DE
EDNY,medium_airport,Friedrichshafen Airport,47.6712989807,9.51148986816,1367,DE
EDSB,medium_airport,Karlsruhe Baden-Baden Airport,48.7794,8.0805,408,DE
EDVK,medium_airport,Kassel-Calden Airport,51.417273,9.384967,820,DE
EDWE,small_airport,Emden Airport,53.391109,7.2275,3,DE
EDWR,small_airport,Borkum Airport,53.59639,6.709167,3,DE
EDWY,small_airport,Norderney Airport,53.706944,7.23,7,DE
EDXB,small_airport,Heide-Büsum Airport,54.1533317566,8.90166664124,7,DE
EDXH,small_airport,Helgoland-Düne Airport,54.1852798462,7.91583299637,8,DE
EDXW,medium_airport,Westerland Sylt Airport,54.9132003784,8.34047031403,51,DE
EECL,heliport,Tallinn Linnahall Heliport,59.448015,24.753313,23,EE
EEKA,medium_airport,Kärdla Airport,58.99079895019531,22.830699920654297,18,EE
EEKE,medium_airport,Kuressaare Airport,58.22990036010742,22.50950050354004,14,EE
EEPU,medium_airport,Pärnu Airport,58.41899871826172,24.47279930114746,47,EE
EERU,small_airport,Ruhnu Airfield,57.78390121459961,23.26609992980957,10,EE
EETN,large_airport,Lennart Meri Tallinn Airport,59.41329956049999,24.8327999115,131,EE
EETU,medium_airport,Tartu Airport,58.307499,26.690399,220,EE
EFET,medium_airport,Enontekio Airport,68.362602233887,23.424299240112,1005,FI
EFHK,large_airport,Helsinki Vantaa Airport,60.3172,24.963301,179,FI
EFIV,medium_airport,Ivalo Airport,68.607299804688,27.405300140381,481,FI
EFJO,medium_airport,Joensuu Airport,62.662899,29.6075,398,FI
EFJY,medium_airport,Jyväskylä Airport,62.399502,25.678301,459,FI
EFKE,medium_airport,Kemi-Tornio Airport,65.778701782227,24.582099914551,61,FI
EFKI,medium_airport,Kajaani Airport,64.2855,27.6924,483,FI
EFKK,medium_airport,Kokkola-Pietarsaari Airport,63.721199,23.143101,84,FI
EFKS,medium_airport,Kuusamo Airport,65.987602,29.239401,866,FI
EFKT,medium_airport,Kittilä Airport,67.700996398926,24.846799850464,644,FI
EFKU,medium_airport,Kuopio Airport,63.007099,27.7978,323,FI
EFLP,medium_airport,Lappeenranta Airport,61.044601,28.144743,349,FI
EFMA,medium_airport,Mariehamn Airport,60.1222,19.898199,17,FI
EFOU,medium_airport,Oulu Airport,64.930099,25.354601,47,FI
EFPO,medium_airport,Pori Airport,61.4617,21.799999,44,FI
EFRO,medium_airport,Rovaniemi Airport,66.564796447754,25.830400466919,642,FI
EFSA,medium_airport,Savonlinna Airport,61.9431,28.945101,311,FI
EFSI,medium_airport,Seinäjoki Airport,62.692101,22.8323,302,FI
EFTP,medium_airport,Tampere-Pirkkala Airport,61.414101,23.604401,390,FI
EFTU,medium_airport,Turku Airport,60.514099,22.2628,161,FI
EFVA,medium_airport,Vaasa Airport,63.050701,21.762199,19,FI
EFVR,medium_airport,Varkaus Airport,62.171101,27.868601,286,FI
EGAA,large_airport,Belfast International Airport,54.6575012207,-6.21582984924,268,GB
EGAC,medium_airport,George Best Belfast City Airport,54.618099,-5.8725,15,GB
EGAE,medium_airport,City of Derry Airport,55.04280090332031,-7.161109924316406,22,GB
EGBB,large_airport,Birmingham International Airport,52.4538993835,-1.74802994728,327,GB
EGCC,large_airport,Manchester Airport,53.349375,-2.279521,257,GB
EGCN,medium_airport,Robin Hood Doncaster Sheffield Airport,53.480538,-1.010656,55,GB
EGEC,medium_airport,Campbeltown Airport,55.437198638916016,-5.686389923095703,42,GB
EGED,medium_airport,Eday Airport,59.19060134887695,-2.7722198963165283,10,GB
EGEF,small_airport,Fair Isle Airport,59.535801,-1.62806,223,GB
EGEN,small_airport,North Ronaldsay Airport,59.3675003052,-2.43443989754,40,GB
EGEP,small_airport,Papa Westray Airport,59.351699829100006,-2.9002799987800003,91,GB
EGER,small_airport,Stronsay Airport,59.1553001404,-2.64139008522,39,GB
EGES,small_airport,Sanday Airport,59.250301361083984,-2.576669931411743,68,GB
EGET,small_airport,Lerwick / Tingwall Airport,60.192199707,-1.24361002445,43,GB
EGEW,small_airport,Westray Airport,59.3502998352,-2.95000004768,29,GB
EGFF,medium_airport,Cardiff International Airport,51.396702,-3.34333,220,GB
EGGD,medium_airport,Bristol Airport,51.382702,-2.71909,622,GB
EGGP,medium_airport,Liverpool John Lennon Airport,53.333599,-2.84972,80,GB
EGGW,large_airport,London Luton Airport,51.874698638916016,-0.3683330118656158,526,GB
